source:Oryza/oryzasativa_Oryza_algEnsemblCompara_nosingles	oryza_sativa	oryza_indica	oryza_brachyantha	oryza_meridionalis	oryza_glaberrima	oryza_punctata	oryza_longistaminata	oryza_barthii	oryza_nivara	oryza_rufipogon	oryza_glumipatula	
Os01t0159300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0159400-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0159600-01.faa	1	1	0	1	1	0	1	1	1	1	1	
Os01t0159800-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0160100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0160200-02.faa	1	0	0	1	0	0	0	1	1	2	1	
Os01t0160700-00.faa	1	1	0	1	1	1	2	1	1	1	1	
Os01t0160800-01.faa	1	0	1	0	1	1	0	1	0	1	0	
Os01t0161000-00.faa	1	1	0	0	0	0	2	1	1	1	1	
Os01t0161200-01.faa	1	0	0	1	0	0	0	0	0	1	0	
Os01t0161300-00.faa	1	1	0	1	0	0	1	1	0	1	0	
Os01t0162200-00.faa	1	1	0	1	2	0	1	0	0	0	0	
Os01t0162300-01.faa	1	1	0	0	2	1	2	0	0	0	2	
Os01t0162400-01.faa	1	1	0	0	0	0	1	0	0	0	0	
Os01t0162701-01.faa	1	0	0	0	0	1	0	0	1	0	0	
Os01t0162800-00.faa	1	0	0	0	1	0	1	1	1	1	1	
Os01t0162900-01.faa	1	0	1	1	1	1	0	0	2	2	1	
Os01t0163000-01.faa	1	1	1	1	0	2	3	2	1	1	0	
Os01t0164075-00.faa	1	0	1	1	0	1	0	0	0	0	0	
Os01t0164300-00.faa	1	1	0	0	1	1	0	0	0	0	0	
Os01t0164400-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os01t0164500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0164600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0164700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0164800-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os01t0164900-01.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0165000-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0165100-02.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0165200-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os01t0165600-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0166100-01.faa	1	1	1	1	1	0	1	1	1	0	1	
Os01t0166300-00.faa	1	0	1	0	0	1	1	1	1	1	1	
Os01t0166400-02.faa	1	1	0	1	0	0	0	0	0	0	0	
Os01t0166500-02.faa	1	2	1	1	1	1	0	1	1	1	1	
Os01t0166700-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0166800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0167400-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os01t0167500-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0167600-00.faa	1	1	0	1	1	1	0	1	1	0	1	
Os01t0167700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0167750-00.faa	1	1	1	0	1	0	0	1	1	1	1	
Os01t0167800-01.faa	1	1	0	0	1	1	1	1	1	1	1	
Os01t0167900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0168000-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0168100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0168200-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os01t0168300-01.faa	1	0	0	1	1	1	0	1	1	1	1	
Os01t0168400-01.faa	1	1	0	0	1	0	0	0	0	1	1	
Os01t0168500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0168600-01.faa	1	1	1	1	1	1	0	1	0	1	1	
Os01t0168800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0169400-01.faa	1	1	1	1	1	0	0	1	1	1	1	
Os01t0169500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0169800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0169900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0170000-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0170100-01.faa	1	1	1	0	2	1	1	1	1	1	1	
Os01t0170300-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0170500-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0170600-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0170700-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0170800-01.faa	1	0	1	0	2	0	0	0	0	0	1	
Os01t0170900-01.faa	1	1	0	1	2	1	0	1	1	1	1	
Os01t0171000-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0171100-00.faa	1	1	0	0	0	0	0	0	0	0	0	
Os01t0171200-02.faa	1	1	1	1	2	1	0	0	1	1	1	
Os01t0171800-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0172000-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0172100-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0172200-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0172300-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0172400-03.faa	1	1	2	0	1	1	2	1	1	1	1	
Os01t0172600-01.faa	1	1	1	0	1	0	0	0	0	0	0	
Os01t0172701-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0172800-01.faa	1	1	1	1	0	1	0	1	1	1	0	
Os01t0172900-00.faa	1	1	1	1	1	2	1	1	1	1	0	
Os01t0173000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0173100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0173600-00.faa	1	1	0	1	1	1	1	1	1	1	2	
Os01t0173900-01.faa	1	3	1	1	1	1	1	1	1	1	1	
Os01t0174000-00.faa	1	2	1	1	1	1	1	1	1	1	1	
Os01t0174100-01.faa	1	1	1	0	1	0	1	0	1	1	1	
Os01t0174300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0174500-01.faa	1	0	1	0	1	0	1	0	0	0	0	
Os01t0174600-01.faa	1	2	1	1	1	1	0	1	1	1	1	
Os01t0174700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0174900-01.faa	1	2	0	1	1	1	2	2	2	2	1	
Os01t0175000-03.faa	1	1	1	1	1	1	1	1	1	1	0	
Os01t0175100-01.faa	1	0	0	1	1	1	0	0	1	1	1	
Os01t0175500-01.faa	1	1	2	1	0	1	1	1	1	1	1	
Os01t0175600-01.faa	1	0	1	1	0	1	0	0	0	1	1	
Os01t0175700-01.faa	1	1	0	1	1	0	1	0	1	0	1	
Os01t0175850-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os01t0176000-01.faa	1	1	0	0	1	0	1	0	0	0	1	
Os01t0176100-00.faa	1	1	0	1	1	1	1	1	0	0	0	
Os01t0176200-02.faa	1	1	0	0	1	0	2	0	1	1	1	
Os01t0176300-00.faa	1	1	1	1	1	1	1	1	0	1	1	
Os01t0176400-01.faa	1	0	1	1	1	2	1	2	0	2	2	
Os01t0176500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0176700-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0176800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0176900-00.faa	1	1	1	1	0	1	0	1	1	1	1	
Os01t0177100-02.faa	1	1	1	1	1	1	3	1	1	1	1	
Os01t0177200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0177400-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os01t0177900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0178000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0178100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0178200-00.faa	1	1	1	1	1	0	0	1	1	1	1	
Os01t0178300-01.faa	1	1	0	1	1	1	0	0	0	0	0	
Os01t0178400-01.faa	1	1	1	0	1	0	1	0	0	0	0	
Os01t0178500-02.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0178600-00.faa	2	2	0	1	1	1	0	0	1	1	1	
Os01t0178700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0178850-00.faa	1	0	1	1	0	1	0	1	0	1	1	
Os01t0179000-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os01t0179200-01.faa	1	1	0	0	1	1	1	1	1	1	1	
Os01t0179300-01.faa	1	1	1	0	1	1	0	1	1	1	0	
Os01t0179400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0179500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0179600-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os01t0179700-01.faa	1	1	0	1	1	0	1	1	1	1	1	
Os01t0179800-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0179901-01.faa	1	0	0	0	0	0	0	1	0	1	1	
Os01t0180000-01.faa	1	1	1	1	1	2	0	1	1	1	1	
Os01t0180050-00.faa	1	0	0	0	0	0	1	0	0	0	0	
Os01t0180300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0180400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0180600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0180700-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0180800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0180900-01.faa	1	1	1	1	1	1	1	1	1	1	0	
Os01t0181000-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0181166-00.faa	1	0	0	1	0	0	0	0	0	0	0	
Os01t0182100-01.faa	1	1	3	2	1	0	1	1	1	1	1	
Os01t0182200-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0182300-01.faa	1	1	0	1	0	1	0	0	1	1	1	
Os01t0182400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0182500-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0182600-03.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0182700-01.faa	1	1	1	0	0	1	0	1	1	1	1	
Os01t0182832-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0182900-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0183000-01.faa	1	1	1	0	1	1	0	1	0	0	0	
Os01t0183100-01.faa	1	1	2	0	1	1	1	1	1	1	1	
Os01t0183300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0183400-01.faa	1	0	0	1	1	1	0	0	1	1	1	
Os01t0183500-01.faa	1	1	1	1	1	1	1	0	1	1	0	
Os01t0183600-01.faa	1	1	1	1	1	1	0	1	0	0	1	
Os01t0183633-01.faa	1	0	1	0	1	1	0	0	0	0	0	
Os01t0183800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0183850-00.faa	1	1	1	1	0	1	0	1	1	0	1	
Os01t0184000-02.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0184100-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0184500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0184800-01.faa	1	1	1	1	1	2	2	1	1	1	1	
Os01t0184900-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os01t0185000-00.faa	1	2	0	1	2	0	1	1	0	2	1	
Os01t0185100-00.faa	1	1	1	1	1	2	1	1	1	1	1	
Os01t0185200-03.faa	1	1	1	1	1	2	1	1	1	1	1	
Os01t0185300-01.faa	1	1	1	1	1	1	1	1	0	1	1	
Os01t0185400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0185500-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0185900-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0186000-01.faa	1	1	1	1	1	1	2	0	1	1	1	
Os01t0186200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0186400-01.faa	1	1	0	1	1	1	0	1	1	1	0	
Os01t0186600-01.faa	1	1	1	0	0	1	1	0	1	1	1	
Os01t0186700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0186900-02.faa	1	1	1	1	1	1	1	0	1	0	1	
Os01t0186950-00.faa	1	0	1	1	0	0	0	0	0	1	0	
Os01t0187000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0187300-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os01t0187400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0187500-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0187600-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0187900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0188100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0188200-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0188400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0188900-01.faa	1	0	0	1	0	0	0	1	0	0	0	
Os01t0189700-01.faa	1	1	0	0	0	1	0	0	1	1	0	
Os01t0189800-01.faa	1	1	0	1	0	0	0	0	1	1	0	
Os01t0190000-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os01t0190300-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0190400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0190500-01.faa	1	1	1	1	1	1	0	0	1	0	1	
Os01t0191000-00.faa	1	1	0	0	1	1	0	1	1	1	1	
Os01t0191100-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os01t0191200-01.faa	1	1	1	0	1	1	1	2	1	1	1	
Os01t0191300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0191400-01.faa	1	0	0	0	1	0	0	0	1	1	0	
Os01t0191500-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0191700-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0191800-01.faa	1	1	1	0	4	1	2	1	1	1	1	
Os01t0191900-01.faa	1	1	1	0	1	1	0	1	0	0	1	
Os01t0192000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0192101-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0192300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0192500-00.faa	1	0	1	2	1	0	0	1	1	0	2	
Os01t0192550-01.faa	1	0	1	0	1	0	0	0	0	1	0	
Os01t0192600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0192900-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0193400-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0193500-00.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0193600-01.faa	1	0	1	1	1	1	1	1	1	1	1	
Os01t0193900-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0194000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0194200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0194300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0194600-02.faa	1	1	0	1	1	1	0	1	1	1	1	
Os01t0195000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0195200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0195300-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os01t0195400-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0195500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0195700-00.faa	1	0	0	0	0	0	0	1	0	1	0	
Os01t0195801-00.faa	1	1	1	1	1	0	0	1	1	0	1	
Os01t0196133-00.faa	1	0	0	0	2	0	0	0	0	0	0	
Os01t0196300-01.faa	1	1	0	1	2	1	0	1	1	1	1	
Os01t0196500-01.faa	1	1	1	1	2	1	0	1	1	1	1	
Os01t0196600-01.faa	1	1	1	1	2	1	1	1	1	1	1	
Os01t0196800-01.faa	1	0	0	0	2	0	0	0	1	1	0	
Os01t0197100-01.faa	1	1	1	0	2	1	3	1	1	1	1	
Os01t0197150-00.faa	1	0	0	0	0	0	0	0	0	0	1	
Os01t0197200-01.faa	1	1	1	0	2	1	1	1	1	1	1	
Os01t0197350-00.faa	1	0	0	0	0	0	0	1	0	0	0	
Os01t0197400-01.faa	1	1	1	0	2	1	1	1	1	1	0	
Os01t0197450-00.faa	1	1	1	0	2	1	1	1	1	1	1	
Os01t0197700-01.faa	1	1	1	0	2	1	1	1	1	1	1	
Os01t0197900-01.faa	3	1	1	1	2	1	1	1	0	1	1	
Os01t0198200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0198250-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0198500-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os01t0198900-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os01t0199300-00.faa	1	1	0	1	1	1	0	0	1	1	1	
Os01t0199400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0199700-00.faa	1	1	1	1	1	1	0	0	1	1	1	
Os01t0199900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0199950-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0200000-01.faa	1	1	1	1	2	0	1	1	0	1	0	
Os01t0200200-00.faa	1	1	1	0	1	1	0	1	0	0	0	
Os01t0200300-01.faa	1	1	1	1	1	1	0	1	1	1	2	
Os01t0200400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0200500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0200600-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0200700-01.faa	1	1	1	1	0	0	0	1	1	1	1	
Os01t0201100-01.faa	1	1	1	1	1	1	3	0	1	1	1	
Os01t0201200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0201250-00.faa	1	0	0	1	0	0	0	0	0	0	0	
Os01t0201275-00.faa	1	0	0	0	0	0	0	0	1	0	0	
Os01t0201400-01.faa	1	1	0	1	1	1	0	0	1	1	2	
Os01t0201600-01.faa	1	0	0	1	1	1	0	1	1	1	1	
Os01t0201700-02.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0201800-00.faa	1	1	1	1	1	1	1	1	1	0	2	
Os01t0201900-01.faa	1	1	0	1	1	0	1	1	0	1	0	
Os01t0202500-01.faa	1	2	1	1	0	1	0	1	1	1	1	
Os01t0202700-00.faa	1	1	1	1	0	1	0	1	1	1	1	
Os01t0202800-00.faa	1	1	1	1	0	1	2	1	1	1	1	
Os01t0203000-01.faa	1	1	1	1	0	1	2	1	0	1	1	
Os01t0203300-01.faa	1	1	1	0	0	1	0	1	1	1	1	
Os01t0203400-01.faa	1	1	0	0	0	1	0	1	1	1	1	
Os01t0203800-01.faa	1	1	1	0	2	3	1	1	1	2	1	
Os01t0204000-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0205100-01.faa	1	3	1	1	0	1	2	1	2	2	1	
Os01t0205200-01.faa	1	1	1	1	0	1	2	1	1	1	1	
Os01t0205300-00.faa	1	1	1	0	0	1	2	1	1	1	1	
Os01t0205500-01.faa	1	1	1	0	0	1	1	1	1	1	0	
Os01t0205600-01.faa	1	1	0	0	0	0	0	0	1	1	1	
Os01t0205700-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0205900-01.faa	1	1	1	0	1	0	1	2	1	0	1	
Os01t0206200-01.faa	1	1	0	1	0	1	1	1	1	1	1	
Os01t0206300-00.faa	1	1	1	2	0	1	1	1	1	1	1	
Os01t0206600-01.faa	1	1	1	1	0	0	0	1	0	0	0	
Os01t0206650-00.faa	1	0	0	0	0	1	0	0	0	1	1	
Os01t0206700-01.faa	1	1	0	0	0	0	1	0	0	0	0	
Os01t0206800-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0207200-01.faa	1	1	1	1	0	1	1	1	0	1	1	
Os01t0207300-00.faa	2	0	1	1	1	0	0	0	0	0	1	
Os01t0207400-01.faa	1	1	1	1	0	1	0	1	1	1	0	
Os01t0207600-00.faa	1	1	0	1	0	1	1	1	1	1	1	
Os01t0207700-00.faa	1	1	1	0	0	2	1	1	1	0	0	
Os01t0207900-00.faa	1	1	0	0	0	0	1	1	0	0	0	
Os01t0208000-01.faa	1	2	2	1	0	1	1	1	0	1	1	
Os01t0208400-01.faa	1	1	0	1	0	0	1	1	1	1	1	
Os01t0208600-01.faa	1	0	1	1	0	0	1	1	1	1	0	
Os01t0208700-01.faa	1	1	1	0	0	0	1	1	1	1	0	
Os01t0209000-01.faa	1	1	1	0	0	0	0	1	1	1	1	
Os01t0209200-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0209400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0209500-01.faa	1	1	0	1	0	0	1	1	1	1	1	
Os01t0209700-01.faa	1	1	0	1	0	1	0	0	1	1	1	
Os01t0209800-02.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0209901-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0210200-00.faa	1	1	1	0	0	1	0	1	1	1	0	
Os01t0210300-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0210400-00.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0210500-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0210550-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0210600-02.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0210700-02.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0210750-00.faa	1	0	0	0	0	0	0	1	0	0	1	
Os01t0210900-01.faa	1	1	0	0	0	0	1	0	1	1	1	
Os01t0211000-00.faa	1	1	0	0	0	0	1	1	0	0	1	
Os01t0211200-00.faa	1	1	3	0	0	2	2	1	1	1	1	
Os01t0211600-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0211800-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os01t0212100-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0212400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0212500-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0212700-01.faa	1	1	0	1	0	0	0	0	0	0	1	
Os01t0213100-00.faa	1	1	1	1	0	0	0	0	0	1	1	
Os01t0213300-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os01t0213400-01.faa	1	1	0	1	1	1	0	1	0	1	1	
Os01t0213800-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0214200-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0214400-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0214500-01.faa	1	1	1	1	1	0	1	1	1	0	0	
Os01t0214600-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0214800-01.faa	1	1	1	1	1	1	1	0	0	0	1	
Os01t0215000-01.faa	1	1	1	0	1	1	2	1	1	1	0	
Os01t0215100-00.faa	1	1	1	0	1	1	1	0	2	1	1	
Os01t0215500-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os01t0215700-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os01t0216000-01.faa	1	1	2	0	1	1	0	1	0	1	0	
Os01t0216300-01.faa	1	0	0	0	1	1	1	0	1	0	0	
Os01t0216400-00.faa	1	2	0	1	1	1	1	0	0	0	0	
Os01t0216500-00.faa	1	1	1	0	1	0	1	0	0	0	1	
Os01t0216900-00.faa	1	1	0	1	1	1	1	0	1	0	1	
Os01t0217000-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0217100-01.faa	1	0	0	0	1	0	0	0	1	1	1	
Os01t0217400-00.faa	1	1	0	1	1	1	1	1	1	1	1	
Os01t0217500-01.faa	1	2	1	0	1	0	0	1	1	1	1	
Os01t0217800-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os01t0218032-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0218100-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os01t0218200-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0218350-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0218500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0218700-01.faa	1	1	1	0	1	1	0	0	0	0	0	
Os01t0218800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0218900-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os01t0219000-00.faa	1	1	0	1	1	0	0	0	1	1	1	
Os01t0219100-01.faa	1	1	1	0	1	0	0	0	0	1	0	
Os01t0219200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0219300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0219500-01.faa	1	1	0	2	1	1	0	1	1	1	0	
Os01t0219600-00.faa	1	1	1	1	1	1	1	0	1	1	1	
Os01t0220100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0220300-01.faa	1	1	1	0	1	0	1	1	1	1	1	
Os01t0220500-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0220700-00.faa	1	0	0	0	0	0	0	0	1	1	0	
Os01t0221100-01.faa	1	1	1	1	1	1	2	0	1	1	1	
Os01t0221300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0221400-00.faa	1	1	1	1	1	1	0	1	0	1	1	
Os01t0221600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0221700-00.faa	1	1	1	0	1	1	1	0	0	0	0	
Os01t0222300-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os01t0222500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0222600-01.faa	1	1	1	1	1	1	1	1	1	0	1	
Os01t0222700-02.faa	1	1	1	0	1	0	1	0	0	0	0	
Os01t0222800-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os01t0222900-01.faa	1	1	0	0	0	1	0	0	0	0	0	
Os01t0223000-01.faa	1	1	1	0	1	1	1	0	1	1	1	
Os01t0223200-01.faa	1	1	1	2	1	1	1	1	0	1	1	
Os01t0223300-01.faa	1	0	0	1	1	1	1	1	1	1	1	
Os01t0223500-00.faa	1	1	0	1	1	0	0	0	1	1	0	
Os01t0223600-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os01t0223700-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os01t0223800-00.faa	1	1	1	0	1	1	2	0	0	0	0	
Os01t0223900-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os01t0224000-00.faa	1	0	1	1	1	1	1	1	1	0	1	
Os01t0224100-01.faa	1	1	2	1	1	1	2	1	1	1	1	
Os01t0224200-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0224300-01.faa	1	1	1	1	1	1	0	1	0	0	1	
Os01t0224500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0224700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0225000-00.faa	1	1	1	0	1	1	0	1	1	1	1	
Os01t0225300-01.faa	1	1	1	1	1	1	1	1	1	1	0	
Os01t0225400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0225500-00.faa	1	1	1	0	1	1	1	0	1	1	1	
Os01t0225600-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os01t0226200-00.faa	1	0	1	1	1	1	0	1	1	1	1	
Os01t0226300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os01t0226400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
